user,z0,z1,z2,predicted_class
1303,1.0,0.0,0.0,0
1304,0.99,0.01,0.0,0
1305,1.0,0.0,0.0,0
1306,0.9894736842105263,0.0,0.010526315789473686,0
1307,1.0,0.0,0.0,0
1308,1.0,0.0,0.0,0
1309,1.0,0.0,0.0,0
1310,1.0,0.0,0.0,0
1311,0.9615384615384615,0.019230769230769232,0.019230769230769232,0
1312,0.9801980198019802,0.019801980198019802,0.0,0
1313,1.0,0.0,0.0,0
1314,0.9607843137254901,0.0392156862745098,0.0,0
1315,0.8623853211009174,0.12844036697247707,0.009174311926605503,0
1316,0.10204081632653061,0.8979591836734694,0.0,1
1317,0.7981651376146789,0.027522935779816512,0.17431192660550457,0
1318,0.98989898989899,0.010101010101010102,0.0,0
1319,0.9587628865979381,0.041237113402061855,0.0,0
1320,1.0,0.0,0.0,0
1321,1.0,0.0,0.0,0
1322,0.9339622641509433,0.0660377358490566,0.0,0
1323,0.9587628865979381,0.041237113402061855,0.0,0
1324,0.0679611650485437,0.9320388349514562,0.0,1
1325,1.0,0.0,0.0,0
1326,0.99,0.01,0.0,0
1327,0.4,0.6,0.0,1
1328,1.0,0.0,0.0,0
1329,1.0,0.0,0.0,0
1330,0.9791666666666666,0.020833333333333336,0.0,0
1331,0.9900990099009901,0.009900990099009901,0.0,0
1332,0.030303030303030304,0.0,0.9696969696969697,2
1333,0.9126213592233009,0.08737864077669902,0.0,0
1334,0.9423076923076923,0.04807692307692308,0.009615384615384616,0
1335,0.970873786407767,0.0,0.029126213592233007,0
1336,0.99,0.0,0.01,0
1337,0.25252525252525254,0.0,0.7474747474747475,2
1338,1.0,0.0,0.0,0
1339,0.98989898989899,0.010101010101010102,0.0,0
1340,0.7702702702702702,0.22972972972972974,0.0,0
1341,0.9368421052631579,0.06315789473684211,0.0,0
1342,0.9081632653061225,0.010204081632653062,0.0816326530612245,0
1343,1.0,0.0,0.0,0
1344,0.9702970297029703,0.0297029702970297,0.0,0
1345,0.8130841121495327,0.18691588785046728,0.0,0
1346,0.019801980198019802,0.9801980198019802,0.0,1
1347,1.0,0.0,0.0,0
1348,0.9587628865979381,0.041237113402061855,0.0,0
1349,1.0,0.0,0.0,0
1350,0.9894736842105263,0.010526315789473686,0.0,0
1351,1.0,0.0,0.0,0
1352,0.9615384615384615,0.019230769230769232,0.019230769230769232,0
1353,0.20754716981132074,0.7924528301886792,0.0,1
1354,1.0,0.0,0.0,0
1355,1.0,0.0,0.0,0
1356,0.16161616161616163,0.8282828282828283,0.010101010101010102,1
1357,1.0,0.0,0.0,0
1358,1.0,0.0,0.0,0
1359,0.98989898989899,0.0,0.010101010101010102,0
1360,0.9690721649484536,0.030927835051546393,0.0,0
1361,0.9223300970873786,0.07766990291262135,0.0,0
1362,0.9900990099009901,0.009900990099009901,0.0,0
1363,0.8725490196078431,0.11764705882352941,0.00980392156862745,0
1364,0.9795918367346939,0.020408163265306124,0.0,0
1365,1.0,0.0,0.0,0
1366,1.0,0.0,0.0,0
1367,0.9591836734693877,0.04081632653061225,0.0,0
1368,1.0,0.0,0.0,0
1369,1.0,0.0,0.0,0
1370,0.9803921568627451,0.0196078431372549,0.0,0
1371,1.0,0.0,0.0,0
1372,1.0,0.0,0.0,0
1373,1.0,0.0,0.0,0
1374,1.0,0.0,0.0,0
1375,1.0,0.0,0.0,0
1376,1.0,0.0,0.0,0
1377,1.0,0.0,0.0,0
1378,0.8230088495575221,0.08849557522123894,0.08849557522123894,0
1379,0.9894736842105263,0.010526315789473686,0.0,0
1380,0.98,0.02,0.0,0
1381,1.0,0.0,0.0,0
1382,0.9803921568627451,0.0196078431372549,0.0,0
1383,0.99,0.01,0.0,0
1384,0.9595959595959596,0.04040404040404041,0.0,0
1385,0.1754385964912281,0.8245614035087719,0.0,1
1386,0.98989898989899,0.010101010101010102,0.0,0
1387,0.9797979797979798,0.020202020202020204,0.0,0
1388,0.38679245283018865,0.6132075471698113,0.0,1
1389,1.0,0.0,0.0,0
1390,1.0,0.0,0.0,0
1391,0.9603960396039604,0.0,0.039603960396039604,0
1392,1.0,0.0,0.0,0
1393,0.27722772277227725,0.7227722772277227,0.0,1
1394,0.009900990099009901,0.9900990099009901,0.0,1
1395,0.9900990099009901,0.009900990099009901,0.0,0
1396,1.0,0.0,0.0,0
1397,1.0,0.0,0.0,0
1398,1.0,0.0,0.0,0
1399,0.98989898989899,0.010101010101010102,0.0,0
1400,1.0,0.0,0.0,0
1401,1.0,0.0,0.0,0
1402,0.9090909090909091,0.045454545454545456,0.045454545454545456,0
1403,0.883495145631068,0.08737864077669902,0.029126213592233007,0
1404,0.98989898989899,0.010101010101010102,0.0,0
1405,1.0,0.0,0.0,0
1406,0.21276595744680854,0.2553191489361702,0.5319148936170213,2
1407,0.9900990099009901,0.0,0.009900990099009901,0
1408,0.0784313725490196,0.049019607843137254,0.8725490196078431,2
1409,0.9565217391304347,0.043478260869565216,0.0,0
1410,1.0,0.0,0.0,0
1411,1.0,0.0,0.0,0
1412,1.0,0.0,0.0,0
1413,1.0,0.0,0.0,0
1414,1.0,0.0,0.0,0
1415,0.9702970297029703,0.0,0.0297029702970297,0
1416,0.9900990099009901,0.0,0.009900990099009901,0
1417,1.0,0.0,0.0,0
1418,1.0,0.0,0.0,0
1419,1.0,0.0,0.0,0
1420,1.0,0.0,0.0,0
1421,0.9897959183673469,0.010204081632653062,0.0,0
1422,0.9900990099009901,0.009900990099009901,0.0,0
1423,0.27358490566037735,0.028301886792452827,0.6981132075471698,2
1424,0.8691588785046729,0.04672897196261682,0.08411214953271028,0
1425,1.0,0.0,0.0,0
1426,1.0,0.0,0.0,0
1427,1.0,0.0,0.0,0
1428,0.9897959183673469,0.010204081632653062,0.0,0
1429,0.08771929824561404,0.7543859649122807,0.15789473684210528,1
1430,0.7717391304347826,0.2282608695652174,0.0,0
1431,0.9795918367346939,0.020408163265306124,0.0,0
1432,0.9705882352941176,0.029411764705882353,0.0,0
1433,0.9801980198019802,0.019801980198019802,0.0,0
1434,0.9797979797979798,0.020202020202020204,0.0,0
1435,0.9428571428571428,0.05714285714285714,0.0,0
1436,0.9090909090909092,0.0,0.09090909090909091,0
1437,0.9603960396039604,0.0,0.039603960396039604,0
1438,0.9801980198019802,0.019801980198019802,0.0,0
1439,0.99,0.01,0.0,0
1440,1.0,0.0,0.0,0
1441,1.0,0.0,0.0,0
1442,1.0,0.0,0.0,0
1443,1.0,0.0,0.0,0
1444,0.9900990099009901,0.0,0.009900990099009901,0
1445,0.8349514563106796,0.1650485436893204,0.0,0
1446,1.0,0.0,0.0,0
1447,0.9019607843137255,0.09803921568627451,0.0,0
1448,1.0,0.0,0.0,0
1449,1.0,0.0,0.0,0
1450,1.0,0.0,0.0,0
1451,1.0,0.0,0.0,0
1452,0.9263157894736842,0.010526315789473686,0.06315789473684211,0
1453,0.20388349514563106,0.7961165048543689,0.0,1
1454,0.9611650485436893,0.0,0.038834951456310676,0
1455,1.0,0.0,0.0,0
1456,0.17894736842105263,0.0,0.8210526315789474,2
1457,0.08080808080808081,0.9191919191919192,0.0,1
1458,0.0,0.0,1.0,2
1459,0.9801980198019802,0.019801980198019802,0.0,0
1460,0.97,0.03,0.0,0
1461,1.0,0.0,0.0,0
1462,0.9504950495049505,0.04950495049504951,0.0,0
1463,1.0,0.0,0.0,0
1464,1.0,0.0,0.0,0
1465,1.0,0.0,0.0,0
1466,1.0,0.0,0.0,0
1467,1.0,0.0,0.0,0
1468,0.9900990099009901,0.009900990099009901,0.0,0
1469,1.0,0.0,0.0,0
1470,0.9897959183673469,0.010204081632653062,0.0,0
1471,0.9900990099009901,0.009900990099009901,0.0,0
1472,0.14814814814814814,0.8518518518518519,0.0,1
1473,0.9900990099009901,0.009900990099009901,0.0,0
1474,0.9423076923076923,0.0,0.05769230769230769,0
1475,1.0,0.0,0.0,0
1476,0.7166666666666667,0.0,0.2833333333333334,0
1477,1.0,0.0,0.0,0
1478,1.0,0.0,0.0,0
1479,0.99,0.0,0.01,0
1480,1.0,0.0,0.0,0
1481,0.9897959183673469,0.0,0.010204081632653062,0
1482,0.9900990099009901,0.009900990099009901,0.0,0
1483,1.0,0.0,0.0,0
1484,0.99,0.01,0.0,0
1485,1.0,0.0,0.0,0
1486,0.9803921568627451,0.0196078431372549,0.0,0
1487,1.0,0.0,0.0,0
1488,0.3473684210526316,0.6421052631578947,0.010526315789473686,1
1489,1.0,0.0,0.0,0
1490,0.061855670103092786,0.9381443298969073,0.0,1
1491,1.0,0.0,0.0,0
1492,1.0,0.0,0.0,0
1493,0.8971962616822429,0.102803738317757,0.0,0
1494,0.9801980198019802,0.019801980198019802,0.0,0
1495,0.8070175438596491,0.14035087719298245,0.05263157894736841,0
1496,1.0,0.0,0.0,0
1497,0.9900990099009901,0.009900990099009901,0.0,0
1498,1.0,0.0,0.0,0
1499,0.25333333333333335,0.6933333333333334,0.05333333333333334,1
1500,1.0,0.0,0.0,0
1501,0.5,0.5,0.0,1
1502,1.0,0.0,0.0,0
1503,0.9514563106796116,0.04854368932038835,0.0,0
1504,0.9900990099009901,0.0,0.009900990099009901,0
1505,0.820754716981132,0.018867924528301886,0.16037735849056603,0
1506,0.33928571428571425,0.6607142857142857,0.0,1
1507,0.9900990099009901,0.009900990099009901,0.0,0
1508,1.0,0.0,0.0,0
1509,1.0,0.0,0.0,0
1510,1.0,0.0,0.0,0
1511,1.0,0.0,0.0,0
1512,0.9801980198019802,0.019801980198019802,0.0,0
1513,0.038461538461538464,0.9615384615384615,0.0,1
1514,0.030303030303030304,0.15151515151515152,0.8181818181818182,2
1515,1.0,0.0,0.0,0
1516,1.0,0.0,0.0,0
1517,1.0,0.0,0.0,0
1518,1.0,0.0,0.0,0
1519,0.9803921568627451,0.0196078431372549,0.0,0
1520,0.9900990099009901,0.0,0.009900990099009901,0
1521,1.0,0.0,0.0,0
1522,0.9897959183673469,0.010204081632653062,0.0,0
1523,0.8867924528301886,0.04716981132075472,0.0660377358490566,0
1524,1.0,0.0,0.0,0
1525,0.9789473684210526,0.021052631578947368,0.0,0
1526,0.9795918367346939,0.0,0.020408163265306124,0
1527,0.9680851063829787,0.031914893617021274,0.0,0
1528,1.0,0.0,0.0,0
1529,1.0,0.0,0.0,0
1530,0.05102040816326531,0.8775510204081632,0.07142857142857144,1
1531,0.9803921568627451,0.00980392156862745,0.00980392156862745,0
1532,1.0,0.0,0.0,0
1533,1.0,0.0,0.0,0
1534,1.0,0.0,0.0,0
1535,0.9705882352941176,0.029411764705882353,0.0,0
1536,0.9900990099009901,0.009900990099009901,0.0,0
1537,1.0,0.0,0.0,0
1538,1.0,0.0,0.0,0
1539,1.0,0.0,0.0,0
1540,1.0,0.0,0.0,0
1541,0.9393939393939394,0.06060606060606061,0.0,0
1542,1.0,0.0,0.0,0
1543,1.0,0.0,0.0,0
1544,1.0,0.0,0.0,0
1545,1.0,0.0,0.0,0
1546,1.0,0.0,0.0,0
1547,0.9801980198019802,0.019801980198019802,0.0,0
1548,1.0,0.0,0.0,0
1549,0.8130841121495327,0.009345794392523364,0.17757009345794392,0
1550,0.9897959183673469,0.010204081632653062,0.0,0
1551,1.0,0.0,0.0,0
1552,0.0736842105263158,0.9263157894736842,0.0,1
1553,0.9900990099009901,0.009900990099009901,0.0,0
1554,0.9494949494949495,0.05050505050505051,0.0,0
1555,1.0,0.0,0.0,0
1556,1.0,0.0,0.0,0
1557,0.4716981132075471,0.14150943396226415,0.38679245283018865,0
1558,1.0,0.0,0.0,0
1559,0.9519230769230769,0.038461538461538464,0.009615384615384616,0
1560,1.0,0.0,0.0,0
1561,0.9306930693069306,0.0,0.06930693069306931,0
1562,1.0,0.0,0.0,0
1563,0.9803921568627451,0.0,0.0196078431372549,0
1564,0.819047619047619,0.18095238095238095,0.0,0
1565,1.0,0.0,0.0,0
1566,1.0,0.0,0.0,0
1567,0.9795918367346939,0.020408163265306124,0.0,0
1568,0.9900990099009901,0.009900990099009901,0.0,0
1569,0.9900990099009901,0.0,0.009900990099009901,0
1570,1.0,0.0,0.0,0
1571,1.0,0.0,0.0,0
1572,0.99,0.01,0.0,0
1573,1.0,0.0,0.0,0
1574,1.0,0.0,0.0,0
1575,0.9801980198019802,0.019801980198019802,0.0,0
1576,1.0,0.0,0.0,0
1577,0.0,0.17592592592592593,0.8240740740740741,2
1578,1.0,0.0,0.0,0
1579,0.979381443298969,0.020618556701030927,0.0,0
1580,1.0,0.0,0.0,0
1581,0.9479166666666666,0.05208333333333333,0.0,0
1582,1.0,0.0,0.0,0
1583,0.9897959183673469,0.010204081632653062,0.0,0
1584,0.9900990099009901,0.009900990099009901,0.0,0
1585,1.0,0.0,0.0,0
1586,0.8867924528301886,0.0,0.11320754716981131,0
1587,0.049019607843137254,0.9509803921568627,0.0,1
1588,0.75,0.14814814814814814,0.10185185185185185,0
1589,0.09278350515463918,0.9072164948453608,0.0,1
1590,0.1348314606741573,0.10112359550561797,0.7640449438202248,2
1591,1.0,0.0,0.0,0
1592,1.0,0.0,0.0,0
1593,1.0,0.0,0.0,0
1594,1.0,0.0,0.0,0
1595,1.0,0.0,0.0,0
1596,0.99,0.01,0.0,0
1597,0.9801980198019802,0.009900990099009901,0.009900990099009901,0
1598,0.97,0.03,0.0,0
1599,1.0,0.0,0.0,0
1600,0.5909090909090908,0.022727272727272724,0.38636363636363635,0
1601,1.0,0.0,0.0,0
1602,1.0,0.0,0.0,0
1603,0.18269230769230768,0.8173076923076923,0.0,1
1604,0.9895833333333334,0.010416666666666668,0.0,0
1605,0.061855670103092786,0.9381443298969073,0.0,1
1606,1.0,0.0,0.0,0
1607,1.0,0.0,0.0,0
1608,0.9801980198019802,0.019801980198019802,0.0,0
1609,1.0,0.0,0.0,0
1610,1.0,0.0,0.0,0
1611,0.98989898989899,0.010101010101010102,0.0,0
1612,1.0,0.0,0.0,0
1613,0.9042553191489362,0.09574468085106383,0.0,0
1614,1.0,0.0,0.0,0
1615,1.0,0.0,0.0,0
1616,0.98,0.02,0.0,0
1617,0.9795918367346939,0.020408163265306124,0.0,0
1618,1.0,0.0,0.0,0
1619,0.9607843137254901,0.0392156862745098,0.0,0
1620,0.970873786407767,0.0,0.029126213592233007,0
1621,1.0,0.0,0.0,0
1622,0.9795918367346939,0.020408163265306124,0.0,0
1623,0.98989898989899,0.010101010101010102,0.0,0
1624,0.9900990099009901,0.009900990099009901,0.0,0
1625,1.0,0.0,0.0,0
1626,0.9108910891089109,0.0,0.0891089108910891,0
1627,1.0,0.0,0.0,0
1628,0.99,0.0,0.01,0
1629,0.9175257731958764,0.08247422680412371,0.0,0
1630,0.9900990099009901,0.009900990099009901,0.0,0
1631,1.0,0.0,0.0,0
1632,0.92,0.08,0.0,0
1633,0.9801980198019802,0.019801980198019802,0.0,0
1634,0.5425531914893618,0.4574468085106383,0.0,0
1635,0.30392156862745096,0.0,0.696078431372549,2
1636,0.98989898989899,0.010101010101010102,0.0,0
1637,0.6551724137931034,0.3448275862068966,0.0,0
1638,1.0,0.0,0.0,0
1639,0.6428571428571429,0.35714285714285715,0.0,0
1640,0.9433962264150942,0.056603773584905655,0.0,0
1641,0.861111111111111,0.0,0.13888888888888887,0
1642,0.9591836734693877,0.0,0.04081632653061225,0
1643,0.9509803921568627,0.029411764705882353,0.0196078431372549,0
1644,1.0,0.0,0.0,0
1645,0.9278350515463918,0.07216494845360825,0.0,0
1646,1.0,0.0,0.0,0
1647,0.97,0.03,0.0,0
1648,1.0,0.0,0.0,0
1649,0.9900990099009901,0.0,0.009900990099009901,0
1650,0.9072164948453608,0.08247422680412371,0.010309278350515464,0
1651,1.0,0.0,0.0,0
1652,1.0,0.0,0.0,0
1653,0.99,0.01,0.0,0
1654,1.0,0.0,0.0,0
1655,1.0,0.0,0.0,0
1656,1.0,0.0,0.0,0
1657,1.0,0.0,0.0,0
1658,1.0,0.0,0.0,0
1659,0.10476190476190476,0.8952380952380952,0.0,1
1660,0.009900990099009901,0.0,0.9900990099009901,2
1661,0.0,0.0,1.0,2
1662,0.9705882352941176,0.029411764705882353,0.0,0
1663,0.9801980198019802,0.019801980198019802,0.0,0
1664,0.6666666666666667,0.0,0.33333333333333337,0
1665,0.9897959183673469,0.0,0.010204081632653062,0
1666,0.9361702127659575,0.06382978723404255,0.0,0
1667,1.0,0.0,0.0,0
1668,0.9900990099009901,0.009900990099009901,0.0,0
1669,0.9345794392523364,0.06542056074766356,0.0,0
1670,0.9238095238095237,0.06666666666666667,0.009523809523809523,0
1671,1.0,0.0,0.0,0
1672,0.0660377358490566,0.07547169811320754,0.8584905660377359,2
1673,0.9591836734693877,0.010204081632653062,0.030612244897959183,0
1674,0.9803921568627451,0.0196078431372549,0.0,0
1675,1.0,0.0,0.0,0
1676,1.0,0.0,0.0,0
1677,1.0,0.0,0.0,0
1678,0.9900990099009901,0.009900990099009901,0.0,0
1679,1.0,0.0,0.0,0
1680,1.0,0.0,0.0,0
1681,0.1958762886597938,0.051546391752577324,0.7525773195876289,2
1682,1.0,0.0,0.0,0
1683,0.9705882352941176,0.0196078431372549,0.00980392156862745,0
1684,0.808695652173913,0.0,0.19130434782608693,0
1685,1.0,0.0,0.0,0
1686,1.0,0.0,0.0,0
1687,0.9801980198019802,0.009900990099009901,0.009900990099009901,0
1688,1.0,0.0,0.0,0
1689,1.0,0.0,0.0,0
1690,1.0,0.0,0.0,0
1691,0.99,0.01,0.0,0
1692,0.9900990099009901,0.009900990099009901,0.0,0
1693,1.0,0.0,0.0,0
1694,0.9791666666666666,0.020833333333333336,0.0,0
1695,0.9900990099009901,0.0,0.009900990099009901,0
1696,0.6153846153846154,0.38461538461538464,0.0,0
1697,1.0,0.0,0.0,0
1698,0.98989898989899,0.010101010101010102,0.0,0
1699,1.0,0.0,0.0,0
1700,0.9326923076923076,0.04807692307692308,0.019230769230769232,0
1701,1.0,0.0,0.0,0
1702,0.98,0.02,0.0,0
1703,0.8454545454545455,0.15454545454545454,0.0,0
1704,0.008620689655172414,0.21551724137931033,0.7758620689655171,2
1705,0.041666666666666664,0.9583333333333333,0.0,1
1706,1.0,0.0,0.0,0
1707,0.8987341772151899,0.10126582278481014,0.0,0
1708,0.9690721649484536,0.030927835051546393,0.0,0
1709,1.0,0.0,0.0,0
1710,1.0,0.0,0.0,0
1711,0.9900990099009901,0.009900990099009901,0.0,0
1712,1.0,0.0,0.0,0
1713,0.8482142857142858,0.1517857142857143,0.0,0
1714,0.99,0.0,0.01,0
1715,0.6,0.4,0.0,0
1716,0.45522388059701496,0.0,0.5447761194029851,2
1717,0.9787234042553191,0.02127659574468085,0.0,0
1718,0.98989898989899,0.010101010101010102,0.0,0
1719,0.98989898989899,0.010101010101010102,0.0,0
1720,0.9523809523809523,0.03809523809523809,0.009523809523809523,0
